user_id,first_touch_channel,conversion_id,lead_date,conversion_date,lead_stage,customer_journey,product,deal_value,country,city,conversion_status
1013,Facebook Ads,C003031,2025-10-08,2025-05-17,Won,LinkedIn Ads > Demo > Purchase,Basic Plan,35818.22,India,Delhi,Won
1014,Instagram Ads,C003005,2025-11-13,2025-03-20,SQL,LinkedIn Ads > Demo > Purchase,Basic Plan,14903.47,UK,Mumbai,Won
1014,Instagram Ads,C006922,2025-04-17,2025-05-25,Opportunity,Google Ads > Website > Email > Purchase,Analytics Suite,18843.83,India,Sydney,Lost
1014,Instagram Ads,C008040,2024-03-11,2025-01-21,Lead,Facebook Ads > Website > Direct > Purchase,Pro Plan,17423.83,USA,London,Won
1016,Organic Search,C005885,2024-07-28,2024-02-14,SQL,Instagram Ads > Website > Email > Purchase,Enterprise Plan,28706.13,UK,Mumbai,Won
1016,Organic Search,C006886,2025-12-30,2025-03-25,MQL,YouTube Ads > Website > Direct > Purchase,Basic Plan,45133.37,USA,Sydney,Lost
1016,Organic Search,C008680,2025-04-20,2024-08-26,Lost,Facebook Ads > Website > Direct > Purchase,Pro Plan,7461.02,UK,Berlin,Won
1017,LinkedIn Ads,C006501,2024-02-26,2024-03-14,Lead,Instagram Ads > Website > Email > Purchase,Basic Plan,12173.53,USA,Berlin,Won
1018,Google Ads,C000064,2024-10-05,2024-12-27,Opportunity,Instagram Ads > Website > Email > Purchase,Pro Plan,2685.95,Germany,Berlin,Won
1018,Google Ads,C002624,2024-08-29,2024-06-25,Lost,LinkedIn Ads > Demo > Purchase,Pro Plan,23214.89,Germany,Mumbai,Won
1018,Google Ads,C005392,2024-06-30,2025-03-25,Won,YouTube Ads > Website > Direct > Purchase,Basic Plan,11233.75,Australia,Delhi,Lost
1018,Google Ads,C005931,2025-09-28,2024-12-01,Opportunity,Instagram Ads > Website > Email > Purchase,Basic Plan,13834.22,Australia,Berlin,Lost
1019,Instagram Ads,C003693,2024-02-24,2025-01-19,Won,Google Ads > Website > Email > Purchase,Pro Plan,12049.28,India,New York,Lost
1019,Instagram Ads,C004658,2024-03-08,2024-07-23,SQL,Google Ads > Website > Email > Purchase,Basic Plan,40232.47,India,New York,Won
1019,Instagram Ads,C004705,2025-09-01,2025-08-06,Opportunity,YouTube Ads > Website > Direct > Purchase,Pro Plan,6687.15,UK,Berlin,Won
1020,LinkedIn Ads,C001851,2025-11-11,2025-04-11,Lead,LinkedIn Ads > Demo > Purchase,Basic Plan,44115.67,USA,Sydney,Won
1020,LinkedIn Ads,C006317,2025-06-12,2025-04-18,Lost,YouTube Ads > Website > Direct > Purchase,Marketing Suite,39677.57,UK,Berlin,Lost
1021,Organic Search,C001386,2024-06-28,2025-05-24,MQL,Instagram Ads > Website > Email > Purchase,Basic Plan,20600.69,Australia,Berlin,Won
1021,Organic Search,C004490,2024-12-08,2025-04-14,Lead,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,14312.51,UK,,Won
1022,Google Ads,C004286,2024-08-27,2025-12-20,SQL,Instagram Ads > Website > Email > Purchase,Enterprise Plan,15613.11,India,Berlin,Lost
1022,Google Ads,C008867,2025-05-22,2025-07-11,Opportunity,Instagram Ads > Website > Email > Purchase,Marketing Suite,32057.86,India,Bangalore,Won
1022,Google Ads,C008935,2024-09-27,2025-06-20,Lead,Facebook Ads > Website > Direct > Purchase,Marketing Suite,33966.14,USA,London,Lost
1024,Google Ads,C003179,2024-04-20,2024-09-08,Lead,Facebook Ads > Website > Direct > Purchase,Pro Plan,28744.02,USA,Delhi,Won
1024,Google Ads,C005967,2024-02-05,2025-07-09,Lost,Instagram Ads > Website > Email > Purchase,Marketing Suite,29632.7,USA,Delhi,Won
1025,Email,C009931,2024-01-31,2025-04-24,Lost,Instagram Ads > Website > Email > Purchase,Pro Plan,40071.82,UK,New York,Won
1026,YouTube Ads,C002156,2024-10-03,2025-03-26,Lost,YouTube Ads > Website > Direct > Purchase,Pro Plan,21011.85,Germany,New York,Lost
1026,YouTube Ads,C006277,2025-03-28,2024-08-10,Lost,Facebook Ads > Website > Direct > Purchase,Marketing Suite,18016.65,Australia,Delhi,Won
1027,YouTube Ads,C003001,2025-01-17,2025-08-27,Opportunity,YouTube Ads > Website > Direct > Purchase,Pro Plan,34527.73,UK,London,Won
1027,YouTube Ads,C005310,2024-06-15,2025-08-30,Lost,LinkedIn Ads > Demo > Purchase,Pro Plan,15255.88,Germany,New York,Lost
1028,Organic Search,C008778,2025-09-26,2025-02-07,Won,Instagram Ads > Website > Email > Purchase,Analytics Suite,7398.87,Germany,Mumbai,Won
1028,Organic Search,C008884,2024-12-24,2025-08-02,Lost,Facebook Ads > Website > Direct > Purchase,Analytics Suite,41226.76,Australia,New York,Won
1029,LinkedIn Ads,C005160,2024-08-12,2025-04-25,Lead,LinkedIn Ads > Demo > Purchase,Pro Plan,16210.8,Australia,Berlin,Won
1029,LinkedIn Ads,C006755,2025-11-03,2025-10-16,MQL,Facebook Ads > Website > Direct > Purchase,Pro Plan,30748.25,India,,Won
1030,LinkedIn Ads,C006751,2025-09-07,2025-10-29,MQL,Instagram Ads > Website > Email > Purchase,Pro Plan,42624.89,Germany,Sydney,Lost
1031,Instagram Ads,C000777,2024-01-22,2024-03-24,SQL,LinkedIn Ads > Demo > Purchase,Analytics Suite,10669.17,USA,New York,Lost
1031,Instagram Ads,C002363,2024-11-25,2024-05-25,Lost,YouTube Ads > Website > Direct > Purchase,Pro Plan,45864.39,USA,Mumbai,Won
1031,Instagram Ads,C004030,2025-06-05,2024-02-28,SQL,LinkedIn Ads > Demo > Purchase,Basic Plan,22385.05,Germany,Bangalore,Won
1031,Instagram Ads,C008021,2024-01-27,2025-06-21,Lead,Instagram Ads > Website > Email > Purchase,Basic Plan,28628.1,Australia,Berlin,Won
1031,Instagram Ads,C008704,2024-09-24,2024-04-03,MQL,LinkedIn Ads > Demo > Purchase,Basic Plan,45626.72,USA,Sydney,Lost
1032,Google Ads,C009744,2024-09-12,2024-05-17,SQL,YouTube Ads > Website > Direct > Purchase,Basic Plan,29266.08,UK,Delhi,Won
1033,Organic Search,C001404,2025-10-05,2024-07-18,Won,Instagram Ads > Website > Email > Purchase,Enterprise Plan,35782.74,Australia,Mumbai,Won
1033,Organic Search,C008639,2024-06-24,2024-05-28,Opportunity,Facebook Ads > Website > Direct > Purchase,,43323.23,UK,London,Lost
1034,Facebook Ads,C004399,2024-02-18,2025-05-11,SQL,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,39629.37,India,Berlin,Won
1034,Facebook Ads,C006061,2024-01-05,2024-06-06,Lead,LinkedIn Ads > Demo > Purchase,Pro Plan,2636.21,India,Berlin,Lost
1036,Facebook Ads,C007541,2024-05-04,2025-01-07,Won,Google Ads > Website > Email > Purchase,Marketing Suite,10696.31,USA,Sydney,Won
1036,Facebook Ads,C007565,2025-09-26,2024-07-19,Won,Instagram Ads > Website > Email > Purchase,Pro Plan,12538.16,Germany,New York,Won
1036,Facebook Ads,C008401,2024-12-18,2024-10-17,SQL,Instagram Ads > Website > Email > Purchase,Pro Plan,5520.67,Australia,New York,Lost
1037,Email,C002245,2024-10-24,2024-09-13,Lead,YouTube Ads > Website > Direct > Purchase,Marketing Suite,43969.46,India,Berlin,Lost
1037,Email,C002494,2025-11-09,2024-09-13,Won,Instagram Ads > Website > Email > Purchase,Pro Plan,48725.41,Australia,Bangalore,Lost
1039,LinkedIn Ads,C004151,2025-01-25,2025-12-08,Lead,Instagram Ads > Website > Email > Purchase,Enterprise Plan,12802.93,USA,Bangalore,Won
1039,LinkedIn Ads,C005754,2024-06-06,2025-07-26,SQL,YouTube Ads > Website > Direct > Purchase,Basic Plan,46917.97,India,Berlin,Won
1039,LinkedIn Ads,C007636,2025-02-27,2025-07-06,Opportunity,Instagram Ads > Website > Email > Purchase,Pro Plan,24124.77,USA,Bangalore,Won
1039,LinkedIn Ads,C008349,2025-12-09,2024-10-08,Opportunity,Instagram Ads > Website > Email > Purchase,Analytics Suite,33120.65,USA,Bangalore,Won
1040,Facebook Ads,C000050,2024-06-05,2024-08-06,Lead,LinkedIn Ads > Demo > Purchase,Enterprise Plan,25884.76,USA,Bangalore,Won
1040,Facebook Ads,C002032,2025-10-13,2024-12-04,MQL,Facebook Ads > Website > Direct > Purchase,,19266.27,USA,Sydney,Won
1040,Facebook Ads,C004845,2025-10-24,2025-01-11,Opportunity,Google Ads > Website > Email > Purchase,Enterprise Plan,23184.02,Germany,Sydney,Won
1040,Facebook Ads,C007810,2024-11-19,2025-02-09,Opportunity,Google Ads > Website > Email > Purchase,Basic Plan,10956.29,UK,Delhi,Lost
1040,Facebook Ads,C008614,2025-11-08,2024-08-01,SQL,Facebook Ads > Website > Direct > Purchase,Pro Plan,22326.63,Germany,New York,Won
1041,Google Ads,C002706,2024-01-27,2025-09-07,Lead,Google Ads > Website > Email > Purchase,Marketing Suite,35450.78,India,Delhi,Won
1041,Google Ads,C006003,2025-02-02,2025-08-04,MQL,Facebook Ads > Website > Direct > Purchase,,31411.29,Germany,,Won
1043,YouTube Ads,C003207,2025-01-12,2025-05-26,Opportunity,YouTube Ads > Website > Direct > Purchase,Analytics Suite,22378.63,UK,Sydney,Won
1044,Instagram Ads,C001342,2025-05-08,2025-11-18,MQL,Instagram Ads > Website > Email > Purchase,,47146.72,Germany,Berlin,Won
1044,Instagram Ads,C003054,2025-03-21,2025-11-05,Lost,Facebook Ads > Website > Direct > Purchase,Analytics Suite,33084.04,Germany,Bangalore,Lost
1044,Instagram Ads,C003370,2025-06-15,2025-06-06,Opportunity,Instagram Ads > Website > Email > Purchase,Enterprise Plan,7154.16,USA,New York,Lost
1044,Instagram Ads,C004844,2024-01-16,2024-09-16,Lead,Instagram Ads > Website > Email > Purchase,Basic Plan,49247.84,Australia,,Lost
1044,Instagram Ads,C006484,2024-03-18,2024-11-06,Won,YouTube Ads > Website > Direct > Purchase,,47070.48,India,Mumbai,Won
1045,Organic Search,C000329,2024-07-19,2025-01-25,Lost,Facebook Ads > Website > Direct > Purchase,Pro Plan,46121.68,Australia,Berlin,Won
1046,Email,C004304,2025-04-30,2024-05-23,Won,Facebook Ads > Website > Direct > Purchase,Pro Plan,40160.88,USA,Bangalore,Lost
1046,Email,C005716,2025-12-06,2024-01-07,MQL,LinkedIn Ads > Demo > Purchase,Basic Plan,47217.01,Australia,London,Won
1046,Email,C007998,2025-01-19,2024-03-29,Won,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,30423.98,UK,Mumbai,Won
1047,Instagram Ads,C006441,2024-10-16,2024-02-24,SQL,Google Ads > Website > Email > Purchase,Enterprise Plan,9236.48,India,Berlin,Won
1047,Instagram Ads,C006474,2024-02-12,2024-04-22,Opportunity,Google Ads > Website > Email > Purchase,Marketing Suite,27734.19,Germany,New York,Won
1048,Instagram Ads,C001247,2024-04-18,2025-03-16,Lead,Google Ads > Website > Email > Purchase,Enterprise Plan,33119.48,Germany,London,Lost
1048,Instagram Ads,C007384,2024-05-26,2024-10-02,Lead,YouTube Ads > Website > Direct > Purchase,Marketing Suite,27291.31,Germany,Delhi,Won
1049,Email,C002098,2024-09-25,2024-07-05,Lost,LinkedIn Ads > Demo > Purchase,Pro Plan,32718.56,India,New York,Lost
1049,Email,C002557,2024-06-05,2025-09-30,MQL,YouTube Ads > Website > Direct > Purchase,Basic Plan,20587.45,Germany,Bangalore,Won
1049,Email,C004627,2025-03-09,2025-11-02,Lost,Instagram Ads > Website > Email > Purchase,Enterprise Plan,21386.53,Germany,,Won
1050,LinkedIn Ads,C004730,2024-05-31,2025-03-17,Won,Facebook Ads > Website > Direct > Purchase,Analytics Suite,19831.38,UK,New York,Won
1050,LinkedIn Ads,C008717,2025-11-18,2024-03-17,SQL,YouTube Ads > Website > Direct > Purchase,Basic Plan,3187.09,India,Delhi,Won
1050,LinkedIn Ads,C009919,2024-10-26,2024-04-19,Lead,Google Ads > Website > Email > Purchase,Enterprise Plan,31928.88,India,Delhi,Won
1051,Organic Search,C002926,2025-05-11,2025-10-13,SQL,LinkedIn Ads > Demo > Purchase,Enterprise Plan,32112.92,Germany,Berlin,Lost
1051,Organic Search,C003900,2025-07-26,2024-04-10,Lead,Facebook Ads > Website > Direct > Purchase,Basic Plan,47263.0,USA,New York,Won
1052,Email,C004751,2024-12-23,2024-12-13,SQL,LinkedIn Ads > Demo > Purchase,Enterprise Plan,44836.32,Australia,New York,Lost
1052,Email,C005196,2024-12-23,2025-07-04,SQL,Facebook Ads > Website > Direct > Purchase,,46658.75,Germany,New York,Won
1052,Email,C006058,2024-10-04,2025-05-19,Lead,YouTube Ads > Website > Direct > Purchase,Basic Plan,11338.71,India,Berlin,Won
1052,Email,C006767,2024-05-25,2024-04-01,MQL,YouTube Ads > Website > Direct > Purchase,Marketing Suite,13163.78,USA,London,Won
1053,Organic Search,C002280,2024-06-18,2025-04-01,Lost,Google Ads > Website > Email > Purchase,Enterprise Plan,45231.79,Germany,Delhi,Lost
1053,Organic Search,C002712,2024-04-09,2024-10-30,Lead,Instagram Ads > Website > Email > Purchase,Analytics Suite,40946.51,Germany,Mumbai,Won
1053,Organic Search,C006446,2024-01-30,2024-12-25,Lost,Instagram Ads > Website > Email > Purchase,Basic Plan,39456.05,Australia,London,Won
1054,Email,C001818,2024-02-13,2025-07-25,MQL,Google Ads > Website > Email > Purchase,Marketing Suite,30759.41,India,New York,Won
1054,Email,C004421,2024-02-15,2025-10-29,Opportunity,LinkedIn Ads > Demo > Purchase,,23271.15,Australia,London,Won
1054,Email,C006110,2025-04-06,2024-03-08,Lead,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,4472.14,Germany,London,Won
1054,Email,C009288,2024-02-09,2024-09-03,Lead,Instagram Ads > Website > Email > Purchase,Pro Plan,8126.51,UK,Bangalore,Won
1055,LinkedIn Ads,C000281,2025-05-23,2024-12-27,Lost,YouTube Ads > Website > Direct > Purchase,Analytics Suite,29804.02,India,,Won
1055,LinkedIn Ads,C002577,2024-06-25,2025-01-11,SQL,Instagram Ads > Website > Email > Purchase,Enterprise Plan,46022.26,India,Bangalore,Won
1055,LinkedIn Ads,C003519,2024-07-26,2025-09-08,Opportunity,LinkedIn Ads > Demo > Purchase,Analytics Suite,26976.97,Australia,Mumbai,Won
1056,Facebook Ads,C001686,2024-09-14,2024-01-27,Lead,LinkedIn Ads > Demo > Purchase,Analytics Suite,40910.77,Germany,Mumbai,Lost
1056,Facebook Ads,C002959,2024-10-03,2024-01-18,Lead,LinkedIn Ads > Demo > Purchase,Marketing Suite,32676.5,Australia,New York,Lost
1056,Facebook Ads,C004551,2024-11-14,2024-11-25,SQL,Instagram Ads > Website > Email > Purchase,Basic Plan,9581.22,Germany,New York,Won
1057,Instagram Ads,C001995,2025-09-02,2025-01-09,Won,LinkedIn Ads > Demo > Purchase,Basic Plan,36501.77,Australia,Delhi,Won
1057,Instagram Ads,C004821,2025-09-17,2025-12-03,SQL,YouTube Ads > Website > Direct > Purchase,,10197.35,Australia,Delhi,Won
1058,Google Ads,C001190,2024-03-17,2024-10-31,SQL,YouTube Ads > Website > Direct > Purchase,Analytics Suite,334.1,Germany,New York,Lost
1058,Google Ads,C005309,2025-01-07,2024-02-18,SQL,YouTube Ads > Website > Direct > Purchase,Analytics Suite,29867.72,USA,,Won
1058,Google Ads,C008475,2025-05-06,2024-02-16,MQL,YouTube Ads > Website > Direct > Purchase,Basic Plan,25193.08,India,Bangalore,Won
1059,Email,C008534,2024-10-06,2025-08-25,SQL,YouTube Ads > Website > Direct > Purchase,Pro Plan,27955.21,Australia,Delhi,Lost
1059,Email,C009646,2025-09-17,2024-08-02,Lead,LinkedIn Ads > Demo > Purchase,Pro Plan,28391.87,India,,Won
1060,Email,C002601,2024-08-17,2025-05-23,MQL,Facebook Ads > Website > Direct > Purchase,Pro Plan,28672.48,Australia,London,Lost
1060,Email,C008115,2024-04-19,2024-02-08,MQL,Instagram Ads > Website > Email > Purchase,Pro Plan,44798.7,UK,Delhi,Won
1060,Email,C008775,2025-03-19,2025-10-20,Opportunity,Facebook Ads > Website > Direct > Purchase,Marketing Suite,46510.31,USA,New York,Won
1061,Instagram Ads,C001621,2024-10-19,2024-01-17,Won,LinkedIn Ads > Demo > Purchase,Enterprise Plan,29594.72,Germany,Delhi,Lost
1061,Instagram Ads,C006475,2024-07-24,2025-05-17,Opportunity,YouTube Ads > Website > Direct > Purchase,Basic Plan,25310.21,USA,Mumbai,Won
1062,Organic Search,C000013,2024-07-17,2024-08-10,Won,YouTube Ads > Website > Direct > Purchase,Marketing Suite,677.72,Australia,Bangalore,Won
1062,Organic Search,C001500,2024-09-20,2025-11-09,Won,LinkedIn Ads > Demo > Purchase,Analytics Suite,44339.88,Australia,Delhi,Won
1062,Organic Search,C004346,2024-10-19,2025-12-13,Won,Google Ads > Website > Email > Purchase,Basic Plan,37787.16,Germany,Berlin,Lost
1062,Organic Search,C004810,2025-07-16,2024-04-03,Opportunity,LinkedIn Ads > Demo > Purchase,Analytics Suite,46202.91,UK,Delhi,Won
1062,Organic Search,C008684,2024-10-27,2025-01-10,Lost,Facebook Ads > Website > Direct > Purchase,Pro Plan,9701.89,USA,Mumbai,Won
1062,Organic Search,C009220,2025-12-02,2024-09-16,MQL,Google Ads > Website > Email > Purchase,,9571.99,USA,,Won
1063,LinkedIn Ads,C005373,2024-02-05,2025-11-06,SQL,YouTube Ads > Website > Direct > Purchase,Analytics Suite,7995.61,Germany,Sydney,Lost
1063,LinkedIn Ads,C009396,2024-03-12,2024-10-29,Lost,YouTube Ads > Website > Direct > Purchase,Pro Plan,27564.99,Australia,Delhi,Lost
1064,Organic Search,C000531,2025-09-14,2025-06-12,SQL,YouTube Ads > Website > Direct > Purchase,Analytics Suite,45115.81,UK,Sydney,Won
1064,Organic Search,C005744,2024-02-03,2024-07-13,MQL,Google Ads > Website > Email > Purchase,Enterprise Plan,18230.48,Germany,Berlin,Lost
1064,Organic Search,C006460,2024-06-09,2024-08-20,Lead,Facebook Ads > Website > Direct > Purchase,Pro Plan,37775.88,Australia,Bangalore,Won
1065,Instagram Ads,C000361,2024-09-05,2025-11-01,SQL,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,20311.78,Australia,Sydney,Won
1065,Instagram Ads,C006984,2025-11-02,2025-11-29,Lost,Google Ads > Website > Email > Purchase,,45114.16,Germany,Sydney,Lost
1065,Instagram Ads,C009885,2025-04-14,2024-07-14,SQL,Instagram Ads > Website > Email > Purchase,Enterprise Plan,26447.0,Germany,New York,Won
1066,Google Ads,C000619,2024-09-28,2024-05-04,SQL,Google Ads > Website > Email > Purchase,Basic Plan,9556.76,India,London,Lost
1066,Google Ads,C006931,2024-05-02,2025-09-22,Lead,Instagram Ads > Website > Email > Purchase,Enterprise Plan,9529.47,UK,Bangalore,Won
1067,Email,C000012,2024-01-18,2024-03-27,MQL,Google Ads > Website > Email > Purchase,Analytics Suite,46379.26,Germany,,Won
1067,Email,C007295,2024-03-09,2025-12-11,Won,Instagram Ads > Website > Email > Purchase,Marketing Suite,45684.18,Australia,New York,Lost
1067,Email,C008132,2025-03-29,2024-12-05,SQL,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,35466.22,USA,Mumbai,Lost
1067,Email,C008559,2025-11-25,2024-07-05,Lead,Instagram Ads > Website > Email > Purchase,Marketing Suite,33315.64,Australia,Sydney,Won
1068,Email,C002898,2024-12-12,2025-12-21,Lost,LinkedIn Ads > Demo > Purchase,Basic Plan,28323.97,Germany,Bangalore,Won
1068,Email,C004501,2025-02-09,2025-04-12,Won,Instagram Ads > Website > Email > Purchase,Analytics Suite,20743.67,Australia,Delhi,Won
1069,LinkedIn Ads,C003481,2024-10-07,2025-10-16,Lost,Google Ads > Website > Email > Purchase,Basic Plan,43564.53,India,Bangalore,Won
1069,LinkedIn Ads,C003899,2024-09-01,2024-07-15,MQL,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,37849.29,Germany,New York,Won
1069,LinkedIn Ads,C009227,2024-11-30,2025-11-21,Lead,YouTube Ads > Website > Direct > Purchase,Pro Plan,43456.2,Australia,Sydney,Won
1071,Instagram Ads,C003772,2024-12-02,2024-02-01,Won,Facebook Ads > Website > Direct > Purchase,,9959.15,Australia,New York,Lost
1071,Instagram Ads,C006891,2025-11-16,2025-07-23,Opportunity,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,28855.73,Germany,London,Lost
1071,Instagram Ads,C007582,2025-06-20,2025-04-03,Won,YouTube Ads > Website > Direct > Purchase,Basic Plan,26392.15,USA,London,Won
1072,Email,C002695,2025-06-11,2024-10-06,SQL,Google Ads > Website > Email > Purchase,Analytics Suite,10479.27,Germany,Mumbai,Won
1073,YouTube Ads,C007479,2024-03-21,2024-07-03,Opportunity,Instagram Ads > Website > Email > Purchase,Enterprise Plan,2225.41,Australia,Mumbai,Won
1074,Facebook Ads,C002324,2025-12-29,2024-01-24,Won,Facebook Ads > Website > Direct > Purchase,Pro Plan,1196.63,Australia,Bangalore,Lost
1075,YouTube Ads,C003121,2024-07-18,2024-05-21,Lead,LinkedIn Ads > Demo > Purchase,Marketing Suite,3285.13,Germany,London,Won
1075,YouTube Ads,C007380,2024-10-31,2025-03-25,Lost,Google Ads > Website > Email > Purchase,Enterprise Plan,9792.12,India,Berlin,Won
1076,Instagram Ads,C000028,2025-03-28,2025-08-04,SQL,Google Ads > Website > Email > Purchase,Basic Plan,35872.12,Australia,Bangalore,Won
1076,Instagram Ads,C001408,2024-11-08,2025-02-21,Won,LinkedIn Ads > Demo > Purchase,Basic Plan,31659.14,India,Delhi,Won
1077,Organic Search,C000332,2024-04-26,2024-12-16,MQL,Google Ads > Website > Email > Purchase,Marketing Suite,28659.02,USA,,Won
1077,Organic Search,C002508,2024-07-11,2025-02-11,Lost,LinkedIn Ads > Demo > Purchase,Marketing Suite,9117.56,USA,New York,Lost
1077,Organic Search,C009612,2024-01-17,2024-04-30,SQL,Facebook Ads > Website > Direct > Purchase,Basic Plan,30864.4,UK,Bangalore,Won
1079,Google Ads,C001127,2024-12-12,2025-02-25,SQL,LinkedIn Ads > Demo > Purchase,Pro Plan,28970.89,UK,Bangalore,Won
1080,Organic Search,C004654,2025-01-07,2025-04-13,Lead,YouTube Ads > Website > Direct > Purchase,Pro Plan,4968.17,Germany,,Won
1080,Organic Search,C006194,2024-10-06,2024-06-24,MQL,LinkedIn Ads > Demo > Purchase,Basic Plan,33335.53,India,Berlin,Lost
1080,Organic Search,C009232,2025-12-29,2024-12-09,SQL,Instagram Ads > Website > Email > Purchase,Marketing Suite,49105.78,India,Sydney,Lost
