user_id,product,country,deal_value,traffic_source,attribution_weight,attributed_revenue
3911,Pro Plan,Germany,30763.66,Organic Search,0.3333333333333333,10254.553333333333
1571,Enterprise Plan,India,20540.27,Instagram Ads,1.0,20540.27
2961,,UK,5043.06,Google Ads,0.5,2521.53
2961,,UK,5043.06,LinkedIn Ads,0.5,2521.53
3075,Marketing Suite,India,1350.23,Email,0.2,270.046
3075,Marketing Suite,India,1350.23,Facebook Ads,0.4,540.092
3075,Marketing Suite,India,1350.23,LinkedIn Ads,0.2,270.046
3075,Marketing Suite,India,1350.23,YouTube Ads,0.2,270.046
3694,Analytics Suite,Germany,38291.22,Email,0.25,9572.805
3694,Analytics Suite,Germany,38291.22,Google Ads,0.25,9572.805
3694,Analytics Suite,Germany,38291.22,Instagram Ads,0.25,9572.805
3694,Analytics Suite,Germany,38291.22,YouTube Ads,0.25,9572.805
4267,Enterprise Plan,USA,31774.34,Email,0.25,7943.585
4267,Enterprise Plan,USA,31774.34,Facebook Ads,0.25,7943.585
4267,Enterprise Plan,USA,31774.34,Google Ads,0.25,7943.585
4267,Enterprise Plan,USA,31774.34,Organic Search,0.25,7943.585
2775,Basic Plan,India,15597.19,Email,0.3333333333333333,5199.0633333333335
2775,Basic Plan,India,15597.19,Facebook Ads,0.3333333333333333,5199.0633333333335
2775,Basic Plan,India,15597.19,YouTube Ads,0.3333333333333333,5199.0633333333335
2581,Basic Plan,Australia,19900.74,LinkedIn Ads,1.0,19900.74
3609,Marketing Suite,UK,12457.09,Email,0.5,6228.545
3609,Marketing Suite,UK,12457.09,LinkedIn Ads,0.5,6228.545
3498,Analytics Suite,Australia,10973.71,Facebook Ads,0.2857142857142857,3135.3457142857137
3498,Analytics Suite,Australia,10973.71,Instagram Ads,0.2857142857142857,3135.3457142857137
3498,Analytics Suite,Australia,10973.71,LinkedIn Ads,0.14285714285714285,1567.6728571428569
3498,Analytics Suite,Australia,10973.71,Organic Search,0.14285714285714285,1567.6728571428569
3498,Analytics Suite,Australia,10973.71,YouTube Ads,0.14285714285714285,1567.6728571428569
2747,Enterprise Plan,India,37795.04,LinkedIn Ads,1.0,37795.04
1076,Basic Plan,Australia,35872.12,Google Ads,0.25,8968.03
1076,Basic Plan,Australia,35872.12,Instagram Ads,0.25,8968.03
1076,Basic Plan,Australia,35872.12,LinkedIn Ads,0.25,8968.03
1076,Basic Plan,Australia,35872.12,Organic Search,0.25,8968.03
3861,Pro Plan,Germany,35224.15,LinkedIn Ads,0.6666666666666666,23482.766666666666
3861,Pro Plan,Germany,35224.15,YouTube Ads,0.3333333333333333,11741.383333333333
3516,Marketing Suite,UK,1059.11,Organic Search,0.5,529.555
3516,Marketing Suite,UK,1059.11,YouTube Ads,0.5,529.555
3025,Analytics Suite,UK,1382.58,Instagram Ads,1.0,1382.58
3613,Analytics Suite,Australia,5065.09,Email,0.5,2532.545
3613,Analytics Suite,Australia,5065.09,LinkedIn Ads,0.5,2532.545
2216,Enterprise Plan,India,25996.02,Email,0.2,5199.204000000001
2216,Enterprise Plan,India,25996.02,Facebook Ads,0.2,5199.204000000001
2216,Enterprise Plan,India,25996.02,Instagram Ads,0.2,5199.204000000001
2216,Enterprise Plan,India,25996.02,LinkedIn Ads,0.2,5199.204000000001
2216,Enterprise Plan,India,25996.02,YouTube Ads,0.2,5199.204000000001
2254,Enterprise Plan,Australia,44806.4,Email,1.0,44806.4
3222,Marketing Suite,Australia,13277.57,Google Ads,0.6000000000000001,7966.542000000001
3222,Marketing Suite,Australia,13277.57,Instagram Ads,0.2,2655.514
3222,Marketing Suite,Australia,13277.57,YouTube Ads,0.2,2655.514
1407,Marketing Suite,Germany,24720.43,Email,0.5,12360.215
1407,Marketing Suite,Germany,24720.43,Google Ads,0.5,12360.215
4477,Enterprise Plan,India,46026.25,Google Ads,1.0,46026.25
3162,Enterprise Plan,USA,23277.18,LinkedIn Ads,0.5,11638.59
3162,Enterprise Plan,USA,23277.18,Organic Search,0.5,11638.59
3127,Analytics Suite,Australia,42477.55,Email,0.5,21238.775
3127,Analytics Suite,Australia,42477.55,Instagram Ads,0.25,10619.3875
3127,Analytics Suite,Australia,42477.55,Organic Search,0.25,10619.3875
1313,Enterprise Plan,India,36032.92,Google Ads,0.6666666666666666,24021.946666666663
1313,Enterprise Plan,India,36032.92,Instagram Ads,0.3333333333333333,12010.973333333332
3577,Basic Plan,UK,22110.18,Email,0.2,4422.036
3577,Basic Plan,UK,22110.18,Google Ads,0.4,8844.072
3577,Basic Plan,UK,22110.18,LinkedIn Ads,0.4,8844.072
2620,,USA,27439.61,Email,0.3333333333333333,9146.536666666667
2620,,USA,27439.61,Instagram Ads,0.3333333333333333,9146.536666666667
2620,,USA,27439.61,YouTube Ads,0.3333333333333333,9146.536666666667
1592,,UK,24816.38,Instagram Ads,0.3333333333333333,8272.126666666667
1592,,UK,24816.38,Organic Search,0.6666666666666666,16544.253333333334
1120,Basic Plan,India,38483.56,Email,0.375,14431.335
1120,Basic Plan,India,38483.56,Facebook Ads,0.125,4810.445
1120,Basic Plan,India,38483.56,Google Ads,0.125,4810.445
1120,Basic Plan,India,38483.56,Instagram Ads,0.125,4810.445
1120,Basic Plan,India,38483.56,LinkedIn Ads,0.125,4810.445
1120,Basic Plan,India,38483.56,Organic Search,0.125,4810.445
2100,Enterprise Plan,Germany,43343.19,Instagram Ads,0.5,21671.595
2100,Enterprise Plan,Germany,43343.19,LinkedIn Ads,0.5,21671.595
2856,Basic Plan,USA,15667.88,LinkedIn Ads,0.6666666666666666,10445.253333333332
2856,Basic Plan,USA,15667.88,Organic Search,0.3333333333333333,5222.626666666666
1040,Enterprise Plan,USA,25884.76,Facebook Ads,1.0,25884.76
1184,Marketing Suite,UK,19770.17,Email,0.25,4942.5425
1184,Marketing Suite,UK,19770.17,Facebook Ads,0.25,4942.5425
1184,Marketing Suite,UK,19770.17,Organic Search,0.25,4942.5425
1184,Marketing Suite,UK,19770.17,YouTube Ads,0.25,4942.5425
2625,Analytics Suite,USA,2376.48,Instagram Ads,0.5,1188.24
2625,Analytics Suite,USA,2376.48,Organic Search,0.5,1188.24
1941,,USA,49871.0,Email,0.3333333333333333,16623.666666666664
1941,,USA,49871.0,LinkedIn Ads,0.3333333333333333,16623.666666666664
1941,,USA,49871.0,YouTube Ads,0.3333333333333333,16623.666666666664
3551,Pro Plan,Germany,39332.11,Email,0.2,7866.4220000000005
3551,Pro Plan,Germany,39332.11,Google Ads,0.6,23599.266
3551,Pro Plan,Germany,39332.11,Instagram Ads,0.2,7866.4220000000005
2039,Enterprise Plan,USA,24657.32,Instagram Ads,1.0,24657.32
2777,Basic Plan,India,17499.99,Email,0.5,8749.995
2777,Basic Plan,India,17499.99,Google Ads,0.5,8749.995
4412,Basic Plan,India,49816.84,Facebook Ads,0.2,9963.368
4412,Basic Plan,India,49816.84,Instagram Ads,0.2,9963.368
4412,Basic Plan,India,49816.84,LinkedIn Ads,0.2,9963.368
4412,Basic Plan,India,49816.84,YouTube Ads,0.4,19926.736
1918,Pro Plan,Germany,19776.68,Email,0.14285714285714285,2825.24
1918,Pro Plan,Germany,19776.68,Facebook Ads,0.2857142857142857,5650.48
1918,Pro Plan,Germany,19776.68,Google Ads,0.2857142857142857,5650.48
1918,Pro Plan,Germany,19776.68,Organic Search,0.14285714285714285,2825.24
1918,Pro Plan,Germany,19776.68,YouTube Ads,0.14285714285714285,2825.24
2799,Basic Plan,UK,45533.61,Email,0.3333333333333333,15177.869999999999
2799,Basic Plan,UK,45533.61,Instagram Ads,0.6666666666666666,30355.739999999998
2021,Pro Plan,UK,38086.4,Email,0.5,19043.2
2021,Pro Plan,UK,38086.4,Organic Search,0.5,19043.2
1302,Basic Plan,Australia,29219.48,Google Ads,0.25,7304.87
1302,Basic Plan,Australia,29219.48,LinkedIn Ads,0.25,7304.87
1302,Basic Plan,Australia,29219.48,YouTube Ads,0.5,14609.74
1755,Analytics Suite,Germany,38761.68,Facebook Ads,0.2857142857142857,11074.765714285713
1755,Analytics Suite,Germany,38761.68,Google Ads,0.14285714285714285,5537.382857142857
1755,Analytics Suite,Germany,38761.68,Instagram Ads,0.14285714285714285,5537.382857142857
1755,Analytics Suite,Germany,38761.68,LinkedIn Ads,0.2857142857142857,11074.765714285713
1755,Analytics Suite,Germany,38761.68,Organic Search,0.14285714285714285,5537.382857142857
1018,Pro Plan,Germany,2685.95,Google Ads,1.0,2685.95
3342,Marketing Suite,India,40978.77,Email,0.25,10244.6925
3342,Marketing Suite,India,40978.77,Google Ads,0.25,10244.6925
3342,Marketing Suite,India,40978.77,LinkedIn Ads,0.25,10244.6925
3342,Marketing Suite,India,40978.77,YouTube Ads,0.25,10244.6925
3261,Enterprise Plan,India,5896.37,Facebook Ads,0.3333333333333333,1965.4566666666665
3261,Enterprise Plan,India,5896.37,YouTube Ads,0.6666666666666666,3930.913333333333
4496,Enterprise Plan,Australia,35615.1,Email,0.6,21369.059999999998
4496,Enterprise Plan,Australia,35615.1,Facebook Ads,0.2,7123.02
4496,Enterprise Plan,Australia,35615.1,Google Ads,0.2,7123.02
3634,,Australia,2721.1,Email,0.25,680.275
3634,,Australia,2721.1,Facebook Ads,0.25,680.275
3634,,Australia,2721.1,Google Ads,0.25,680.275
3634,,Australia,2721.1,LinkedIn Ads,0.25,680.275
3578,Marketing Suite,India,31841.45,Instagram Ads,1.0,31841.45
3684,Basic Plan,India,17640.86,LinkedIn Ads,0.2,3528.1720000000005
3684,Basic Plan,India,17640.86,Organic Search,0.6,10584.516
3684,Basic Plan,India,17640.86,YouTube Ads,0.2,3528.1720000000005
2072,Enterprise Plan,USA,34168.83,Google Ads,1.0,34168.83
2211,Pro Plan,Australia,12962.34,Email,1.0,12962.34
4361,Analytics Suite,USA,35560.79,YouTube Ads,1.0,35560.79
3787,Analytics Suite,USA,21267.41,Facebook Ads,0.2,4253.482
3787,Analytics Suite,USA,21267.41,Instagram Ads,0.2,4253.482
3787,Analytics Suite,USA,21267.41,LinkedIn Ads,0.2,4253.482
3787,Analytics Suite,USA,21267.41,Organic Search,0.2,4253.482
3787,Analytics Suite,USA,21267.41,YouTube Ads,0.2,4253.482
2636,Pro Plan,India,42335.02,LinkedIn Ads,1.0,42335.02
2943,Analytics Suite,Germany,21417.04,Email,0.5,10708.52
2943,Analytics Suite,Germany,21417.04,Facebook Ads,0.5,10708.52
1476,Enterprise Plan,India,27899.38,Instagram Ads,0.25,6974.845
1476,Enterprise Plan,India,27899.38,LinkedIn Ads,0.5,13949.69
1476,Enterprise Plan,India,27899.38,Organic Search,0.25,6974.845
1471,Basic Plan,India,13167.52,Google Ads,0.3333333333333333,4389.173333333333
1471,Basic Plan,India,13167.52,Organic Search,0.5,6583.76
1471,Basic Plan,India,13167.52,YouTube Ads,0.16666666666666666,2194.5866666666666
2192,Enterprise Plan,UK,43310.62,Facebook Ads,0.6666666666666666,28873.746666666666
2192,Enterprise Plan,UK,43310.62,Google Ads,0.3333333333333333,14436.873333333333
3002,Analytics Suite,USA,24804.28,Email,0.3333333333333333,8268.093333333332
3002,Analytics Suite,USA,24804.28,Instagram Ads,0.3333333333333333,8268.093333333332
3002,Analytics Suite,USA,24804.28,LinkedIn Ads,0.3333333333333333,8268.093333333332
1687,,India,7093.52,Email,0.4,2837.4080000000004
1687,,India,7093.52,Google Ads,0.2,1418.7040000000002
1687,,India,7093.52,LinkedIn Ads,0.2,1418.7040000000002
1687,,India,7093.52,Organic Search,0.2,1418.7040000000002
3150,Marketing Suite,India,49500.22,Email,0.5,24750.11
3150,Marketing Suite,India,49500.22,Google Ads,0.5,24750.11
2595,Analytics Suite,USA,42858.7,Organic Search,1.0,42858.7
3887,Analytics Suite,Germany,36787.61,Facebook Ads,0.4,14715.044000000002
3887,Analytics Suite,Germany,36787.61,Google Ads,0.4,14715.044000000002
3887,Analytics Suite,Germany,36787.61,Organic Search,0.2,7357.522000000001
1863,Marketing Suite,Germany,22902.59,Email,0.3333333333333333,7634.196666666667
1863,Marketing Suite,Germany,22902.59,Facebook Ads,0.3333333333333333,7634.196666666667
1863,Marketing Suite,Germany,22902.59,LinkedIn Ads,0.3333333333333333,7634.196666666667
3157,Enterprise Plan,India,30823.62,Facebook Ads,0.25,7705.905
3157,Enterprise Plan,India,30823.62,Google Ads,0.25,7705.905
3157,Enterprise Plan,India,30823.62,Organic Search,0.5,15411.81
1708,Marketing Suite,USA,2822.22,Email,0.14285714285714285,403.17428571428565
1708,Marketing Suite,USA,2822.22,Facebook Ads,0.14285714285714285,403.17428571428565
1708,Marketing Suite,USA,2822.22,Google Ads,0.14285714285714285,403.17428571428565
1708,Marketing Suite,USA,2822.22,Instagram Ads,0.2857142857142857,806.3485714285713
1708,Marketing Suite,USA,2822.22,Organic Search,0.14285714285714285,403.17428571428565
1708,Marketing Suite,USA,2822.22,YouTube Ads,0.14285714285714285,403.17428571428565
3670,Pro Plan,UK,36318.0,LinkedIn Ads,0.25,9079.5
3670,Pro Plan,UK,36318.0,Organic Search,0.25,9079.5
3670,Pro Plan,UK,36318.0,YouTube Ads,0.5,18159.0
2606,Pro Plan,UK,44514.68,Facebook Ads,0.5,22257.34
2606,Pro Plan,UK,44514.68,YouTube Ads,0.5,22257.34
1145,Enterprise Plan,UK,8698.97,Google Ads,0.5,4349.485
1145,Enterprise Plan,UK,8698.97,Organic Search,0.5,4349.485
3888,Marketing Suite,UK,29408.84,Google Ads,1.0,29408.84
4128,Enterprise Plan,UK,31542.74,Instagram Ads,0.3333333333333333,10514.246666666666
4128,Enterprise Plan,UK,31542.74,YouTube Ads,0.6666666666666666,21028.493333333332
3874,Enterprise Plan,Australia,44620.08,Facebook Ads,0.5,22310.04
3874,Enterprise Plan,Australia,44620.08,Instagram Ads,0.5,22310.04
2320,Pro Plan,USA,31209.42,Organic Search,1.0,31209.42
3138,Enterprise Plan,Australia,27376.85,Organic Search,1.0,27376.85
3675,,USA,28585.86,Email,0.3333333333333333,9528.619999999999
3675,,USA,28585.86,YouTube Ads,0.6666666666666666,19057.239999999998
2411,Marketing Suite,India,47828.19,Email,0.25,11957.0475
2411,Marketing Suite,India,47828.19,Google Ads,0.25,11957.0475
2411,Marketing Suite,India,47828.19,Instagram Ads,0.25,11957.0475
2411,Marketing Suite,India,47828.19,YouTube Ads,0.25,11957.0475
3796,Pro Plan,UK,40837.64,Google Ads,0.25,10209.41
3796,Pro Plan,UK,40837.64,Instagram Ads,0.25,10209.41
3796,Pro Plan,UK,40837.64,LinkedIn Ads,0.5,20418.82
3029,Pro Plan,India,9720.4,Facebook Ads,0.5,4860.2
3029,Pro Plan,India,9720.4,LinkedIn Ads,0.5,4860.2
1247,Pro Plan,Australia,28196.36,Facebook Ads,0.4,11278.544000000002
1247,Pro Plan,Australia,28196.36,Google Ads,0.2,5639.272000000001
1247,Pro Plan,Australia,28196.36,Organic Search,0.4,11278.544000000002
3351,Enterprise Plan,India,18922.27,Email,0.6666666666666666,12614.846666666666
3351,Enterprise Plan,India,18922.27,Facebook Ads,0.3333333333333333,6307.423333333333
3753,Analytics Suite,Australia,13643.82,Facebook Ads,1.0,13643.82
3873,Marketing Suite,Germany,31349.71,Facebook Ads,1.0,31349.71
3317,Basic Plan,Germany,27201.43,Facebook Ads,0.25,6800.3575
3317,Basic Plan,Germany,27201.43,Google Ads,0.25,6800.3575
3317,Basic Plan,Germany,27201.43,LinkedIn Ads,0.5,13600.715
3089,Pro Plan,India,35635.45,Email,0.3333333333333333,11878.483333333332
3089,Pro Plan,India,35635.45,Facebook Ads,0.3333333333333333,11878.483333333332
3089,Pro Plan,India,35635.45,Google Ads,0.16666666666666666,5939.241666666666
3089,Pro Plan,India,35635.45,Instagram Ads,0.16666666666666666,5939.241666666666
2094,Pro Plan,USA,15264.74,Instagram Ads,0.5,7632.37
2094,Pro Plan,USA,15264.74,LinkedIn Ads,0.25,3816.185
2094,Pro Plan,USA,15264.74,YouTube Ads,0.25,3816.185
3728,Analytics Suite,India,45186.35,Google Ads,0.3333333333333333,15062.116666666665
3728,Analytics Suite,India,45186.35,Instagram Ads,0.3333333333333333,15062.116666666665
3728,Analytics Suite,India,45186.35,LinkedIn Ads,0.3333333333333333,15062.116666666665
3944,Analytics Suite,India,23185.38,Google Ads,0.5,11592.69
3944,Analytics Suite,India,23185.38,Organic Search,0.5,11592.69
4243,Basic Plan,Germany,20586.69,Facebook Ads,0.16666666666666666,3431.115
4243,Basic Plan,Germany,20586.69,Google Ads,0.3333333333333333,6862.23
4243,Basic Plan,Germany,20586.69,Instagram Ads,0.3333333333333333,6862.23
4243,Basic Plan,Germany,20586.69,Organic Search,0.16666666666666666,3431.115
3734,Pro Plan,Australia,31511.1,Email,0.5,15755.55
3734,Pro Plan,Australia,31511.1,Google Ads,0.5,15755.55
3681,Pro Plan,UK,27461.01,Facebook Ads,0.5,13730.505
3681,Pro Plan,UK,27461.01,LinkedIn Ads,0.5,13730.505
3043,,Germany,29433.9,Facebook Ads,0.5,14716.95
3043,,Germany,29433.9,Instagram Ads,0.5,14716.95
3149,Enterprise Plan,Germany,39845.02,Organic Search,1.0,39845.02
2682,Enterprise Plan,Germany,32048.91,LinkedIn Ads,0.5,16024.455
2682,Enterprise Plan,Germany,32048.91,Organic Search,0.5,16024.455
1011,,Australia,33557.48,Google Ads,0.3333333333333333,11185.826666666668
1011,,Australia,33557.48,Instagram Ads,0.3333333333333333,11185.826666666668
1011,,Australia,33557.48,YouTube Ads,0.3333333333333333,11185.826666666668
3329,Enterprise Plan,Australia,27526.72,Google Ads,0.5,13763.36
3329,Enterprise Plan,Australia,27526.72,YouTube Ads,0.5,13763.36
3512,Basic Plan,UK,18234.14,Facebook Ads,1.0,18234.14
2659,Marketing Suite,UK,5104.01,Email,0.3333333333333333,1701.3366666666666
2659,Marketing Suite,UK,5104.01,Facebook Ads,0.3333333333333333,1701.3366666666666
2659,Marketing Suite,UK,5104.01,Organic Search,0.3333333333333333,1701.3366666666666
3827,Analytics Suite,India,21847.03,Facebook Ads,0.5,10923.515
3827,Analytics Suite,India,21847.03,Instagram Ads,0.5,10923.515
4207,Basic Plan,India,21986.17,Email,0.16666666666666666,3664.361666666666
4207,Basic Plan,India,21986.17,Facebook Ads,0.16666666666666666,3664.361666666666
4207,Basic Plan,India,21986.17,Google Ads,0.16666666666666666,3664.361666666666
4207,Basic Plan,India,21986.17,Instagram Ads,0.3333333333333333,7328.723333333332
4207,Basic Plan,India,21986.17,YouTube Ads,0.16666666666666666,3664.361666666666
2620,Analytics Suite,India,18510.88,Email,0.3333333333333333,6170.293333333333
2620,Analytics Suite,India,18510.88,Instagram Ads,0.3333333333333333,6170.293333333333
2620,Analytics Suite,India,18510.88,YouTube Ads,0.3333333333333333,6170.293333333333
1138,Marketing Suite,India,49557.1,Google Ads,1.0,49557.1
4414,Pro Plan,USA,4126.91,Instagram Ads,1.0,4126.91
3044,,UK,42229.63,Email,0.3333333333333333,14076.543333333331
3044,,UK,42229.63,LinkedIn Ads,0.3333333333333333,14076.543333333331
3044,,UK,42229.63,Organic Search,0.3333333333333333,14076.543333333331
2015,Pro Plan,India,22387.17,Email,0.3333333333333333,7462.389999999999
2015,Pro Plan,India,22387.17,LinkedIn Ads,0.3333333333333333,7462.389999999999
2015,Pro Plan,India,22387.17,Organic Search,0.3333333333333333,7462.389999999999
3502,Marketing Suite,Australia,45882.93,Instagram Ads,1.0,45882.93
1991,Analytics Suite,Australia,8469.4,Facebook Ads,0.5,4234.7
1991,Analytics Suite,Australia,8469.4,Organic Search,0.5,4234.7
2803,Basic Plan,Germany,39415.72,Facebook Ads,0.2,7883.144
2803,Basic Plan,Germany,39415.72,Google Ads,0.2,7883.144
2803,Basic Plan,Germany,39415.72,Organic Search,0.2,7883.144
2803,Basic Plan,Germany,39415.72,YouTube Ads,0.4,15766.288
2579,Enterprise Plan,India,34443.07,Google Ads,0.3333333333333333,11481.023333333333
2579,Enterprise Plan,India,34443.07,YouTube Ads,0.6666666666666666,22962.046666666665
2378,Marketing Suite,Australia,3159.2,YouTube Ads,1.0,3159.2
2322,Marketing Suite,Germany,19494.06,Email,0.3333333333333333,6498.02
2322,Marketing Suite,Germany,19494.06,Google Ads,0.3333333333333333,6498.02
2322,Marketing Suite,Germany,19494.06,Organic Search,0.3333333333333333,6498.02
3968,Enterprise Plan,Germany,31182.37,Instagram Ads,1.0,31182.37
1188,,Australia,21282.39,Facebook Ads,0.2,4256.478
1188,,Australia,21282.39,Google Ads,0.2,4256.478
1188,,Australia,21282.39,Instagram Ads,0.2,4256.478
1188,,Australia,21282.39,Organic Search,0.4,8512.956
1545,Enterprise Plan,Germany,46488.6,Email,0.2,9297.72
1545,Enterprise Plan,Germany,46488.6,Google Ads,0.2,9297.72
1545,Enterprise Plan,Germany,46488.6,Instagram Ads,0.2,9297.72
1545,Enterprise Plan,Germany,46488.6,LinkedIn Ads,0.4,18595.44
2582,Marketing Suite,Germany,500.12,Organic Search,1.0,500.12
2958,Basic Plan,Australia,35824.75,Email,0.5,17912.375
2958,Basic Plan,Australia,35824.75,Google Ads,0.5,17912.375
2809,Enterprise Plan,Germany,39004.25,Instagram Ads,1.0,39004.25
2556,Analytics Suite,Australia,14513.65,Facebook Ads,0.3333333333333333,4837.883333333333
2556,Analytics Suite,Australia,14513.65,Google Ads,0.3333333333333333,4837.883333333333
2556,Analytics Suite,Australia,14513.65,LinkedIn Ads,0.3333333333333333,4837.883333333333
3622,Enterprise Plan,USA,11217.03,Google Ads,0.25,2804.2575
3622,Enterprise Plan,USA,11217.03,Instagram Ads,0.5,5608.515
3622,Enterprise Plan,USA,11217.03,Organic Search,0.25,2804.2575
3527,Enterprise Plan,India,25833.47,Instagram Ads,1.0,25833.47
3418,Marketing Suite,UK,20335.79,Email,0.125,2541.97375
3418,Marketing Suite,UK,20335.79,Facebook Ads,0.25,5083.9475
3418,Marketing Suite,UK,20335.79,Google Ads,0.125,2541.97375
3418,Marketing Suite,UK,20335.79,Instagram Ads,0.375,7625.92125
3418,Marketing Suite,UK,20335.79,Organic Search,0.125,2541.97375
4481,Marketing Suite,India,42712.51,Email,0.3333333333333333,14237.503333333334
4481,Marketing Suite,India,42712.51,LinkedIn Ads,0.3333333333333333,14237.503333333334
4481,Marketing Suite,India,42712.51,Organic Search,0.3333333333333333,14237.503333333334
3009,Enterprise Plan,Australia,49630.77,Email,0.16666666666666666,8271.794999999998
3009,Enterprise Plan,Australia,49630.77,Facebook Ads,0.16666666666666666,8271.794999999998
3009,Enterprise Plan,Australia,49630.77,Google Ads,0.16666666666666666,8271.794999999998
3009,Enterprise Plan,Australia,49630.77,Instagram Ads,0.16666666666666666,8271.794999999998
3009,Enterprise Plan,Australia,49630.77,Organic Search,0.16666666666666666,8271.794999999998
3009,Enterprise Plan,Australia,49630.77,YouTube Ads,0.16666666666666666,8271.794999999998
3115,Pro Plan,USA,22438.54,Email,0.3333333333333333,7479.513333333333
3115,Pro Plan,USA,22438.54,Facebook Ads,0.6666666666666666,14959.026666666667
2976,,India,47799.09,Google Ads,0.6666666666666666,31866.059999999998
2976,,India,47799.09,LinkedIn Ads,0.3333333333333333,15933.029999999999
2762,Pro Plan,Germany,203.54,Email,0.25,50.885
2762,Pro Plan,Germany,203.54,Google Ads,0.25,50.885
2762,Pro Plan,Germany,203.54,Organic Search,0.25,50.885
2762,Pro Plan,Germany,203.54,YouTube Ads,0.25,50.885
4190,Pro Plan,India,38933.3,Email,0.2,7786.660000000001
4190,Pro Plan,India,38933.3,Facebook Ads,0.4,15573.320000000002
4190,Pro Plan,India,38933.3,LinkedIn Ads,0.2,7786.660000000001
4190,Pro Plan,India,38933.3,YouTube Ads,0.2,7786.660000000001
3210,Basic Plan,India,6195.12,Email,1.0,6195.12
1280,Basic Plan,Australia,43173.38,LinkedIn Ads,0.25,10793.345
1280,Basic Plan,Australia,43173.38,Organic Search,0.5,21586.69
1280,Basic Plan,Australia,43173.38,YouTube Ads,0.25,10793.345
1775,Marketing Suite,Germany,38293.81,Facebook Ads,1.0,38293.81
3075,Enterprise Plan,India,2865.99,Email,0.2,573.198
3075,Enterprise Plan,India,2865.99,Facebook Ads,0.4,1146.396
3075,Enterprise Plan,India,2865.99,LinkedIn Ads,0.2,573.198
3075,Enterprise Plan,India,2865.99,YouTube Ads,0.2,573.198
3876,Enterprise Plan,Australia,27332.74,Instagram Ads,0.3333333333333333,9110.913333333334
3876,Enterprise Plan,Australia,27332.74,YouTube Ads,0.6666666666666666,18221.826666666668
4172,Enterprise Plan,UK,47610.38,LinkedIn Ads,1.0,47610.38
3506,Marketing Suite,UK,7281.24,Google Ads,0.3333333333333333,2427.08
